timestamp,entity_id,temperature,relative_humidity,pressure,latitude,longitude,pm25
2025-01-01 00:00:00+00:00,opensensemap_0,15.027669251691066,57.96802441812847,1013.0682680229579,54.8,23.8,17.601296591583985
2025-01-01 01:00:00+00:00,opensensemap_0,17.094070972055114,56.8499878338805,1013.2761937917586,54.8,23.8,17.139988035152562
2025-01-01 02:00:00+00:00,opensensemap_0,18.81515531515622,55.265052968645605,1014.3409334671918,54.8,23.8,15.134078377647356
2025-01-01 03:00:00+00:00,opensensemap_0,19.655028681353222,51.74571444776428,1012.8952554881322,54.8,23.8,19.970715521404465
2025-01-01 04:00:00+00:00,opensensemap_0,21.045062563529836,47.69048659419472,1013.4657169125537,54.8,23.8,16.000998290657623
2025-01-01 05:00:00+00:00,opensensemap_0,21.670708206735355,47.066556727809775,1013.8391701639182,54.8,23.8,16.932533701118874
2025-01-01 06:00:00+00:00,opensensemap_0,22.918029885097464,48.60292704147464,1013.5692949655721,54.8,23.8,21.5990643644438
2025-01-01 07:00:00+00:00,opensensemap_0,22.505379293893682,48.53127684880989,1013.7920271819256,54.8,23.8,20.7619779270203
2025-01-01 08:00:00+00:00,opensensemap_0,20.929399519228745,48.23337044932513,1013.7104970716434,54.8,23.8,21.525039657653334
2025-01-01 09:00:00+00:00,opensensemap_0,19.961500563138642,51.527045391185744,1013.5729455672,54.8,23.8,19.796530861635805
2025-01-01 10:00:00+00:00,opensensemap_0,18.955646525865813,53.23707376877183,1012.8909220065193,54.8,23.8,22.35373082149322
2025-01-01 11:00:00+00:00,opensensemap_0,16.40373716902805,58.743045401975756,1014.2768116301926,54.8,23.8,23.605161748386017
2025-01-01 12:00:00+00:00,opensensemap_0,14.932093627944639,57.40507800165987,1013.4131708994094,54.8,23.8,21.14942768743122
2025-01-01 13:00:00+00:00,opensensemap_0,13.752992998365645,64.01475558891902,1013.9848819298423,54.8,23.8,18.59259350312943
2025-01-01 14:00:00+00:00,opensensemap_0,11.868568535935559,66.69043379210359,1014.0874262584277,54.8,23.8,24.106470907968195
2025-01-01 15:00:00+00:00,opensensemap_0,11.057683106318276,66.6875620891484,1014.875143176203,54.8,23.8,23.055780064211245
2025-01-01 16:00:00+00:00,opensensemap_0,9.181486952839437,67.1367036373794,1015.5039584305246,54.8,23.8,20.040011866753183
2025-01-01 17:00:00+00:00,opensensemap_0,8.538082311172614,71.52175019692842,1014.7762948870005,54.8,23.8,26.721966534475076
2025-01-01 18:00:00+00:00,opensensemap_0,7.171622784471392,71.92992741455316,1014.6069530127868,54.8,23.8,20.416904157598175
2025-01-01 19:00:00+00:00,opensensemap_0,7.777705059371355,70.01066242763063,1014.7843643754464,54.8,23.8,20.14246511152276
2025-01-01 20:00:00+00:00,opensensemap_0,8.73437916703198,68.13297318600702,1014.6468940451404,54.8,23.8,24.135227061299496
2025-01-01 21:00:00+00:00,opensensemap_0,10.18334020519096,67.4808163908421,1015.0633790181099,54.8,23.8,20.72828869477646
2025-01-01 22:00:00+00:00,opensensemap_0,11.925498418118728,66.17003930032104,1015.1566446700866,54.8,23.8,25.161579215732704
2025-01-01 23:00:00+00:00,opensensemap_0,13.263161119836306,63.37857478207197,1015.5667805926066,54.8,23.8,20.457191926282803
2025-01-02 00:00:00+00:00,opensensemap_0,15.452324374895603,61.94979569950539,1015.085769467202,54.8,23.8,22.115370522295752
2025-01-02 01:00:00+00:00,opensensemap_0,16.627783552312486,56.75112952245844,1015.7305137752043,54.8,23.8,21.150371536316023
2025-01-02 02:00:00+00:00,opensensemap_0,17.800528414225013,53.825726754027144,1014.9780962590869,54.8,23.8,23.528484704341963
2025-01-02 03:00:00+00:00,opensensemap_0,19.845857921786006,49.98958462396261,1015.8069525098188,54.8,23.8,17.870772851005434
2025-01-02 04:00:00+00:00,opensensemap_0,20.530419187297,48.6453086847733,1015.2303202867037,54.8,23.8,22.583662720866936
2025-01-02 05:00:00+00:00,opensensemap_0,21.478675210192748,48.15202432845486,1015.8550026807245,54.8,23.8,21.545528574977336
2025-01-02 06:00:00+00:00,opensensemap_0,21.055310198057374,47.82036566403362,1016.2490745476696,54.8,23.8,22.38858584294535
2025-01-02 07:00:00+00:00,opensensemap_0,21.609362484811,48.98128779619865,1016.4110944756195,54.8,23.8,19.18756776713279
2025-01-02 08:00:00+00:00,opensensemap_0,21.013031942529803,47.313163320259726,1016.0422502143897,54.8,23.8,22.390677223108835
2025-01-02 09:00:00+00:00,opensensemap_0,19.931625331071974,49.378637618400475,1015.5872103710708,54.8,23.8,16.31852239589227
2025-01-02 10:00:00+00:00,opensensemap_0,18.707105830432624,54.50931843360195,1015.6559547983967,54.8,23.8,21.7980899605586
2025-01-02 11:00:00+00:00,opensensemap_0,17.10634574322878,54.59111546591765,1014.9494961987715,54.8,23.8,19.642991836556345
2025-01-02 12:00:00+00:00,opensensemap_0,15.337507733100319,57.999606820019096,1015.528311469244,54.8,23.8,13.888007660478957
2025-01-02 13:00:00+00:00,opensensemap_0,14.127655786159458,61.05732323612584,1015.9172690869145,54.8,23.8,16.068009532715916
2025-01-02 14:00:00+00:00,opensensemap_0,11.396567378816723,66.39284284381247,1015.1273247127621,54.8,23.8,10.750526418017188
2025-01-02 15:00:00+00:00,opensensemap_0,10.30902967510172,66.35362264618358,1015.7347978395441,54.8,23.8,17.997063282677946
2025-01-02 16:00:00+00:00,opensensemap_0,7.307514625620659,71.27836371581475,1015.9581629638644,54.8,23.8,19.09664619321935
2025-01-02 17:00:00+00:00,opensensemap_0,8.196635573953428,71.30867673698839,1016.1593813116274,54.8,23.8,19.39888294381398
2025-01-02 18:00:00+00:00,opensensemap_0,8.300381157435021,72.49165508454948,1016.1165348737362,54.8,23.8,12.658044751691717
2025-01-02 19:00:00+00:00,opensensemap_0,7.694901006058753,73.53050330319535,1016.0681819870315,54.8,23.8,12.39498651270145
2025-01-02 20:00:00+00:00,opensensemap_0,8.85941529823735,69.20273525396894,1015.8399427733666,54.8,23.8,16.90747256603455
2025-01-02 21:00:00+00:00,opensensemap_0,9.657701293108875,67.79162455257733,1015.9839970830753,54.8,23.8,14.158676964093253
2025-01-02 22:00:00+00:00,opensensemap_0,10.999236259937542,66.1987963455448,1016.1570931685333,54.8,23.8,13.53842639621889
2025-01-02 23:00:00+00:00,opensensemap_0,14.458276773342098,60.801615410569994,1015.6966499712623,54.8,23.8,13.038101547708205
2025-01-03 00:00:00+00:00,opensensemap_0,16.05926621722268,58.803304081175334,1015.7570611546149,54.8,23.8,17.124672461941365
