timestamp,entity_id,temperature,relative_humidity,pressure,latitude,longitude,energy
2025-01-01 00:00:00+00:00,bdg2_0,15.81217268183162,59.08236537952489,1012.7359141238683,54.8,23.8,23.92703137784383
2025-01-01 01:00:00+00:00,bdg2_0,17.244437130379985,53.441863413449326,1013.9845794649373,54.8,23.8,22.944697873592293
2025-01-01 02:00:00+00:00,bdg2_0,18.65951954802855,53.62594443678388,1013.9552442492817,54.8,23.8,20.439859290502348
2025-01-01 03:00:00+00:00,bdg2_0,19.788538866299078,50.93863709375881,1013.9027781494776,54.8,23.8,20.36457482675323
2025-01-01 04:00:00+00:00,bdg2_0,20.97596372271585,48.290907527704675,1013.4682336718863,54.8,23.8,21.25268819479363
2025-01-01 05:00:00+00:00,bdg2_0,21.211171195417016,50.1259756492906,1014.0085301817852,54.8,23.8,20.67286520745653
2025-01-01 06:00:00+00:00,bdg2_0,22.450427974632206,46.9744082112385,1013.6061176891096,54.8,23.8,19.06423056574093
2025-01-01 07:00:00+00:00,bdg2_0,21.627536744210467,49.20442328463846,1013.4306267594449,54.8,23.8,19.77361734169868
2025-01-01 08:00:00+00:00,bdg2_0,20.718591476431275,48.33988669233866,1013.5486424578143,54.8,23.8,20.657208382158903
2025-01-01 09:00:00+00:00,bdg2_0,19.391092293988194,51.86634217248707,1014.8207382744205,54.8,23.8,22.2065102546446
2025-01-01 10:00:00+00:00,bdg2_0,18.40408222381919,52.66855655387275,1013.7224439262238,54.8,23.8,24.192454601027748
2025-01-01 11:00:00+00:00,bdg2_0,16.83713719310566,55.938677988915714,1014.295133815293,54.8,23.8,25.806159910966237
2025-01-01 12:00:00+00:00,bdg2_0,15.060079476240814,60.92580466456113,1014.4517363773306,54.8,23.8,24.647750153506482
2025-01-01 13:00:00+00:00,bdg2_0,12.617007585271283,62.58181445761094,1014.2973587681317,54.8,23.8,26.8807184166948
2025-01-01 14:00:00+00:00,bdg2_0,11.919491706937254,67.39665312195534,1014.6427936626271,54.8,23.8,28.385141164270728
2025-01-01 15:00:00+00:00,bdg2_0,9.673053561195843,70.3645836070885,1014.852561139755,54.8,23.8,28.23744107083002
2025-01-01 16:00:00+00:00,bdg2_0,9.18208124677768,70.27894727588168,1015.2557748679167,54.8,23.8,30.84994383534439
2025-01-01 17:00:00+00:00,bdg2_0,9.331306919243103,69.49636541223661,1014.0594036540057,54.8,23.8,29.32516326849889
2025-01-01 18:00:00+00:00,bdg2_0,8.080018534723916,73.31425338167433,1015.0282868791969,54.8,23.8,27.977798784175995
2025-01-01 19:00:00+00:00,bdg2_0,8.085417209662335,72.83307187937969,1015.0719096015166,54.8,23.8,30.59164031175737
2025-01-01 20:00:00+00:00,bdg2_0,8.826658102203751,70.09116774201827,1015.133798908807,54.8,23.8,29.740178666130447
2025-01-01 21:00:00+00:00,bdg2_0,10.149402391757551,68.66379434294976,1014.7859892004151,54.8,23.8,28.913097692253658
2025-01-01 22:00:00+00:00,bdg2_0,11.560910635495715,67.69422586186788,1015.7986145554403,54.8,23.8,27.68515641748395
2025-01-01 23:00:00+00:00,bdg2_0,13.00062420923729,62.147732930048925,1015.4856623464684,54.8,23.8,26.371435293861165
2025-01-02 00:00:00+00:00,bdg2_0,14.82807316221446,60.06539528525137,1015.03549402543,54.8,23.8,25.69803203407222
2025-01-02 01:00:00+00:00,bdg2_0,16.588169033324647,58.730933015977996,1015.6155391601955,54.8,23.8,24.29948329772446
2025-01-02 02:00:00+00:00,bdg2_0,17.952544077129478,54.254073649588,1015.8489945484962,54.8,23.8,21.546299398192065
2025-01-02 03:00:00+00:00,bdg2_0,19.816638215304017,51.56364044580147,1014.8536139375615,54.8,23.8,21.779625486109556
2025-01-02 04:00:00+00:00,bdg2_0,21.485258150283585,48.318421243338754,1015.7733492006854,54.8,23.8,19.35758956984038
2025-01-02 05:00:00+00:00,bdg2_0,21.742133029390452,45.985231552476236,1016.2130550346317,54.8,23.8,20.579271406491486
2025-01-02 06:00:00+00:00,bdg2_0,21.98769152206211,46.83725757124626,1016.3397845687866,54.8,23.8,21.967101749254734
2025-01-02 07:00:00+00:00,bdg2_0,20.832489851800105,50.26313613021041,1016.5635121441843,54.8,23.8,20.508382565129132
2025-01-02 08:00:00+00:00,bdg2_0,20.46254381032348,50.90271313090276,1015.7021610948935,54.8,23.8,20.065952353284548
2025-01-02 09:00:00+00:00,bdg2_0,19.334718400472347,52.340524869725755,1016.2280534238848,54.8,23.8,20.840935364387473
2025-01-02 10:00:00+00:00,bdg2_0,18.760288168536686,52.28348791556529,1016.2676489332941,54.8,23.8,22.546567298424147
2025-01-02 11:00:00+00:00,bdg2_0,16.71844842976397,56.74155264997603,1016.3322205573701,54.8,23.8,24.456316414352404
2025-01-02 12:00:00+00:00,bdg2_0,15.264732662176357,60.206551814996075,1015.9636943005019,54.8,23.8,25.61838026199852
2025-01-02 13:00:00+00:00,bdg2_0,13.304513963871727,64.12965565152696,1015.7926410329409,54.8,23.8,23.85925746140546
2025-01-02 14:00:00+00:00,bdg2_0,12.019412300929712,69.28046947046137,1016.1871747004597,54.8,23.8,27.399844766716498
2025-01-02 15:00:00+00:00,bdg2_0,9.982030159746158,68.30670009257634,1015.9898413338298,54.8,23.8,27.413515177185847
2025-01-02 16:00:00+00:00,bdg2_0,8.679274944548816,68.89676460393787,1016.1160109722374,54.8,23.8,29.03348586655133
2025-01-02 17:00:00+00:00,bdg2_0,8.486124877965507,71.32905517585507,1016.4910697082757,54.8,23.8,30.04316303278078
2025-01-02 18:00:00+00:00,bdg2_0,9.095349864484866,69.15545861566336,1015.6765416558726,54.8,23.8,30.901486891648712
2025-01-02 19:00:00+00:00,bdg2_0,9.50268206937972,71.21815774889563,1016.0197366109544,54.8,23.8,29.603314888931738
2025-01-02 20:00:00+00:00,bdg2_0,9.603550729802723,69.96134305019923,1016.3316463114826,54.8,23.8,29.010325420023523
2025-01-02 21:00:00+00:00,bdg2_0,9.413973154071172,68.95560295493371,1016.2327290363975,54.8,23.8,29.828759788465
2025-01-02 22:00:00+00:00,bdg2_0,11.444776486791332,65.07395690443147,1016.2478730269848,54.8,23.8,27.74073709223774
2025-01-02 23:00:00+00:00,bdg2_0,13.328599222843673,62.99615948560933,1016.5278687046969,54.8,23.8,26.66358794188833
2025-01-03 00:00:00+00:00,bdg2_0,15.952329354170487,61.66658504784076,1016.2543086345955,54.8,23.8,23.372561659383745
2025-01-03 01:00:00+00:00,bdg2_0,17.112892955865455,57.52459476424035,1016.303253315269,54.8,23.8,24.750346869194658
2025-01-03 02:00:00+00:00,bdg2_0,18.29956090410554,55.23600842767561,1015.585565701849,54.8,23.8,24.45487807500903
2025-01-03 03:00:00+00:00,bdg2_0,19.283771635047202,48.87368578516326,1015.0062893580131,54.8,23.8,20.573910509904216
2025-01-03 04:00:00+00:00,bdg2_0,20.50262012721121,52.5418135101422,1015.6293714968936,54.8,23.8,19.32719719170037
2025-01-03 05:00:00+00:00,bdg2_0,22.318672272413373,47.529104176298794,1015.1312600793392,54.8,23.8,21.04620979620396
2025-01-03 06:00:00+00:00,bdg2_0,22.311681088289017,47.34756497556716,1016.4066766038278,54.8,23.8,20.129101579710724
2025-01-03 07:00:00+00:00,bdg2_0,22.569955583452128,49.163001407531034,1016.4317489508238,54.8,23.8,20.279773564980086
2025-01-03 08:00:00+00:00,bdg2_0,20.452305628001557,53.281748128178826,1015.3251891273621,54.8,23.8,20.471035118188905
2025-01-03 09:00:00+00:00,bdg2_0,19.599548215845214,51.20962695231458,1015.6615073182257,54.8,23.8,21.66629627294126
2025-01-03 10:00:00+00:00,bdg2_0,18.830510143799348,56.68823731346335,1015.4184840370538,54.8,23.8,21.266879264553573
2025-01-03 11:00:00+00:00,bdg2_0,16.22057425246283,55.89553968147106,1014.5766954354906,54.8,23.8,24.53093459892638
2025-01-03 12:00:00+00:00,bdg2_0,14.750893218184476,59.533522532545696,1015.3445487059852,54.8,23.8,23.603379575404556
2025-01-03 13:00:00+00:00,bdg2_0,12.75760850389434,64.11789582976219,1015.5831847348295,54.8,23.8,25.850923294811963
2025-01-03 14:00:00+00:00,bdg2_0,12.405267457062735,64.04140961616338,1015.026662010412,54.8,23.8,27.269160256864524
2025-01-03 15:00:00+00:00,bdg2_0,8.653710031620896,71.39157459466269,1015.3044863508297,54.8,23.8,27.490944524024947
2025-01-03 16:00:00+00:00,bdg2_0,9.963408894937658,71.27079784567182,1015.2552812833238,54.8,23.8,28.723128620722143
2025-01-03 17:00:00+00:00,bdg2_0,8.29163057799413,69.30258944112478,1015.3543752810468,54.8,23.8,29.45519081260212
2025-01-03 18:00:00+00:00,bdg2_0,8.067024098277312,73.80308229329955,1015.0128434610007,54.8,23.8,30.26246744546327
2025-01-03 19:00:00+00:00,bdg2_0,8.376768868387613,70.49120250962585,1015.1994629164376,54.8,23.8,31.37298824224983
2025-01-03 20:00:00+00:00,bdg2_0,9.317225003557896,71.71966806711059,1014.2513194147318,54.8,23.8,28.462339796049264
2025-01-03 21:00:00+00:00,bdg2_0,9.32981451954824,70.33366098048124,1014.4690062957424,54.8,23.8,29.93537784841373
2025-01-03 22:00:00+00:00,bdg2_0,11.1090441586566,65.34373652575712,1014.5477125435956,54.8,23.8,28.42145006865951
2025-01-03 23:00:00+00:00,bdg2_0,13.218641782182118,63.422515673741806,1014.4100696684719,54.8,23.8,26.471282945788555
2025-01-04 00:00:00+00:00,bdg2_0,14.441764991057623,60.121390651459926,1014.2083617205969,54.8,23.8,24.943175519114156
2025-01-04 01:00:00+00:00,bdg2_0,17.057901593685948,55.87315424725645,1014.157422059257,54.8,23.8,23.408542891713907
2025-01-04 02:00:00+00:00,bdg2_0,18.708651002487425,55.1771559765234,1013.6183104419124,54.8,23.8,23.085910431102622
2025-01-04 03:00:00+00:00,bdg2_0,20.98263912841525,49.30798323701249,1013.575751238208,54.8,23.8,20.583888494223093
2025-01-04 04:00:00+00:00,bdg2_0,20.922628965719422,52.04196878351775,1013.8909418614063,54.8,23.8,19.975179385790586
2025-01-04 05:00:00+00:00,bdg2_0,22.072382536176264,47.509183287924905,1014.3381632163184,54.8,23.8,20.47563790879867
2025-01-04 06:00:00+00:00,bdg2_0,22.694389698185134,47.00798363527047,1015.182991358055,54.8,23.8,20.824584625033456
2025-01-04 07:00:00+00:00,bdg2_0,22.08877086031683,48.33210741311969,1013.1949362619216,54.8,23.8,19.302602190931065
2025-01-04 08:00:00+00:00,bdg2_0,20.994189163440776,48.41179047634704,1013.5884646546527,54.8,23.8,19.84377554923049
