timestamp,temperature,relative_humidity,pressure,energy,pm25,latitude,longitude,domain,entity_id,mask_temperature,mask_relative_humidity,mask_pressure,mask_energy,mask_pm25,temperature_scaled,relative_humidity_scaled,pressure_scaled,energy_scaled,pm25_scaled
2025-01-01 00:00:00+00:00,15.81217268183162,59.08236537952489,1012.7359141238684,23.92703137784383,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.12032070952408448,-0.05679957681118504,-0.4367619470069195,-0.20095326002293154,0.0
2025-01-01 01:00:00+00:00,17.244437130379985,53.441863413449326,1013.9845794649372,22.944697873592293,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.40787407729743913,-0.7070877564500728,0.15765242362032808,-0.4820012688135838,0.0
2025-01-01 02:00:00+00:00,18.65951954802855,53.62594443678388,1013.9552442492816,20.439859290502348,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.6919778371052875,-0.6858652279782711,0.1436876940986453,-1.2543864920315666,0.0
2025-01-01 03:00:00+00:00,19.78853886629908,50.93863709375881,1013.9027781494776,20.36457482675323,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.918649180919562,-0.9956823702709899,0.11871174364298663,-1.2789753191326616,0.0
2025-01-01 04:00:00+00:00,20.97596372271585,48.29090752770468,1013.4682336718864,21.25268819479363,,54.8,23.8,source,bdg2_0,1,1,1,1,0,1.1570465081634937,-1.300936627789377,-0.08814871260691154,-0.9942731407890094,0.0
2025-01-01 05:00:00+00:00,21.211171195417016,50.1259756492906,1014.0085301817852,20.67286520745653,,54.8,23.8,source,bdg2_0,1,1,1,1,0,1.2042687239835046,-1.0893733457487669,0.16905391752991208,-1.1788274447317861,0.0
2025-01-01 06:00:00+00:00,22.45042797463221,46.9744082112385,1013.6061176891096,19.06423056574093,,54.8,23.8,source,bdg2_0,1,1,1,1,0,1.4530722607608515,-1.452714598819193,-0.02251043578316882,-1.717929690091817,0.0
2025-01-01 07:00:00+00:00,21.627536744210467,49.20442328463846,1013.4306267594447,19.77361734169868,,54.8,23.8,source,bdg2_0,1,1,1,1,0,1.2878617475356178,-1.1956182532509454,-0.10605109882283578,-1.4750536391558755,0.0
2025-01-01 08:00:00+00:00,20.718591476431275,48.33988669233866,1013.5486424578144,20.657208382158903,,54.8,23.8,source,bdg2_0,1,1,1,1,0,1.105374307359004,-1.2952898658519423,-0.04987093207738282,-1.1838791157721251,0.0
2025-01-01 09:00:00+00:00,19.391092293988194,51.86634217248707,1014.8207382744204,22.2065102546446,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.8388544890288261,-0.8887281221355725,0.5556972769018093,-0.7008934162944483,0.0
2025-01-01 10:00:00+00:00,18.40408222381919,52.66855655387275,1013.7224439262238,24.192454601027748,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.6406941074100765,-0.7962415787589403,0.032865480202850135,-0.12691484131813874,0.0
2025-01-01 11:00:00+00:00,16.83713719310566,55.938677988915714,1014.295133815293,25.80615991096624,,54.8,23.8,source,bdg2_0,1,1,1,1,0,0.3261011415970435,-0.41923234660513115,0.3054886473392422,0.3070881262974171,0.0
2025-01-01 12:00:00+00:00,15.060079476240814,60.92580466456113,1014.4517363773306,24.64775015350648,,54.8,23.8,source,bdg2_0,1,1,1,1,0,-0.03067580118752776,0.15572880880962237,0.38003769606396304,-0.001710758388607138,0.0
