timestamp,temperature,relative_humidity,pressure,energy,pm25,latitude,longitude,domain,entity_id,mask_temperature,mask_relative_humidity,mask_pressure,mask_energy,mask_pm25,temperature_scaled,relative_humidity_scaled,pressure_scaled,pm25_scaled,energy_scaled
2025-01-01 00:00:00+00:00,15.027669251691066,57.96802441812847,1013.068268022958,,17.601296591583985,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.0371827484408904,-0.18527090075395478,-0.27854827096800144,0.0,0.0
2025-01-01 01:00:00+00:00,17.094070972055114,56.8499878338805,1013.2761937917586,,17.139988035152562,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.3776853120388437,-0.31416828958797466,-0.17956733433609798,-25112.502411404505,0.0
2025-01-01 02:00:00+00:00,18.81515531515622,55.265052968645605,1014.3409334671918,,15.134078377647356,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.7232245730198108,-0.49689394318381935,0.327291103420147,-10.332807918737883,0.0
2025-01-01 03:00:00+00:00,19.655028681353222,51.74571444776428,1012.8952554881322,,19.970715521404465,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.8918445615965483,-0.9026351793435579,-0.3609091194809388,2.833217470542925,0.0
2025-01-01 04:00:00+00:00,21.04506256352984,47.69048659419472,1013.4657169125536,,16.000998290657623,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.1709193683084453,-1.3701585938870036,-0.08934679015870642,-0.8384405951309093,0.0
2025-01-01 05:00:00+00:00,21.670708206735355,47.066556727809775,1013.8391701639182,,16.932533701118874,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.2965292107637352,-1.4420908827992422,0.08843181237588456,-0.10252070643870889,0.0
2025-01-01 06:00:00+00:00,22.918029885097464,48.60292704147464,1013.569294965572,,21.5990643644438,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.546951924022631,-1.2649641907896874,-0.04003951688800999,2.7521932808844345,0.0
2025-01-01 07:00:00+00:00,22.50537929389368,48.53127684880989,1013.7920271819256,,20.7619779270203,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.4641047463700834,-1.2732246742783861,0.06598987773659594,1.4182429818074864,0.0
2025-01-01 08:00:00+00:00,20.929399519228745,48.23337044932513,1013.7104970716434,,21.52503965765333,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.1476978899359231,-1.3075700235733365,0.027178302211422836,1.489231779232125,0.0
2025-01-01 09:00:00+00:00,19.96150056313864,51.527045391185744,1013.5729455672,,19.796530861635805,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.9533744151264274,-0.9278453297168843,-0.038301685302753505,0.5900285388210645,0.0
2025-01-01 10:00:00+00:00,18.955646525865813,53.23707376877183,1012.8909220065192,,22.35373082149322,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.7514307613553832,-0.730697762447266,-0.3629720291020331,1.555067387019696,0.0
2025-01-01 11:00:00+00:00,16.40373716902805,58.74304540197576,1014.2768116301926,,23.605161748386017,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.23908813457667039,-0.09591945866614195,0.2967665584281873,1.7719464602922144,0.0
2025-01-01 12:00:00+00:00,14.93209362794464,57.40507800165987,1013.4131708994094,,21.14942768743122,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.05637130856550874,-0.2501724649412122,-0.11436078254306863,0.7059410236221049,0.0
2025-01-01 13:00:00+00:00,13.752992998365643,64.01475558891902,1013.9848819298423,,18.59259350312943,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.29309739453571015,0.5118510627642878,0.1577964089463732,-0.29295997147171404,0.0
2025-01-01 14:00:00+00:00,11.86856853593556,66.69043379210359,1014.0874262584276,,24.106470907968195,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.6714301814979677,0.8203274924354832,0.20661158826835355,1.7234512602041325,0.0
2025-01-01 15:00:00+00:00,11.057683106318276,66.6875620891484,1014.875143176203,,23.055780064211245,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.8342303099247538,0.8199964164960676,0.5815961742192219,1.1943279868324383,0.0
2025-01-01 16:00:00+00:00,9.181486952839435,67.1367036373794,1015.5039584305246,,20.040011866753183,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.2109111128889394,0.8717775241981786,0.8809372477197063,0.09451348967444663,0.0
2025-01-01 17:00:00+00:00,8.538082311172614,71.52175019692842,1014.7762948870004,,26.72196653447508,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.3400864001341253,1.3773254279115947,0.5345404566611138,2.2422121326342404,0.0
2025-01-01 18:00:00+00:00,7.171622784471392,71.92992741455316,1014.6069530127868,,20.41690415759817,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.614428222433188,1.4243837963716515,0.45392698860780273,0.09601687673917002,0.0
2025-01-01 19:00:00+00:00,7.777705059371355,70.01066242763063,1014.7843643754464,,20.14246511152276,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.4927460851212841,1.20311353672154,0.5383818541422284,-0.0005394573045594438,0.0
2025-01-01 20:00:00+00:00,8.73437916703198,68.13297318600702,1014.6468940451404,,24.135227061299496,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.3006762045917515,0.9866365057397576,0.472940508746295,1.292675898011978,0.0
2025-01-01 21:00:00+00:00,10.18334020519096,67.4808163908421,1015.06337901811,,20.72828869477646,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.0097706900987542,0.9114499606915344,0.6712039224417324,0.14027902912273763,0.0
2025-01-01 22:00:00+00:00,11.925498418118728,66.17003930032104,1015.1566446700866,,25.161579215732704,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.6600004630787876,0.7603316997222275,0.7156020826191869,1.5375070176925507,0.0
2025-01-01 23:00:00+00:00,13.263161119836306,63.37857478207197,1015.5667805926066,,20.457191926282803,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.3914401317701765,0.4385063744202468,0.910843095753805,-0.02390930211917218,0.0
2025-01-02 00:00:00+00:00,15.452324374895603,61.94979569950539,1015.085769467202,,22.115370522295752,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.048074559274480295,0.2737837744998024,0.6818626668365071,0.5350244290792535,0.0
