timestamp,temperature,relative_humidity,pressure,energy,pm25,latitude,longitude,domain,entity_id,mask_temperature,mask_relative_humidity,mask_pressure,mask_energy,mask_pm25
2025-01-01 00:00:00+00:00,15.81217268183162,59.08236537952489,1012.7359141238684,23.92703137784383,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 01:00:00+00:00,17.244437130379985,53.441863413449326,1013.9845794649372,22.944697873592293,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 02:00:00+00:00,18.65951954802855,53.62594443678388,1013.9552442492816,20.439859290502348,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 03:00:00+00:00,19.78853886629908,50.93863709375881,1013.9027781494776,20.36457482675323,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 04:00:00+00:00,20.97596372271585,48.29090752770468,1013.4682336718864,21.25268819479363,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 05:00:00+00:00,21.211171195417016,50.1259756492906,1014.0085301817852,20.67286520745653,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 06:00:00+00:00,22.45042797463221,46.9744082112385,1013.6061176891096,19.06423056574093,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 07:00:00+00:00,21.627536744210467,49.20442328463846,1013.4306267594447,19.77361734169868,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 08:00:00+00:00,20.718591476431275,48.33988669233866,1013.5486424578144,20.657208382158903,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 09:00:00+00:00,19.391092293988194,51.86634217248707,1014.8207382744204,22.2065102546446,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 10:00:00+00:00,18.40408222381919,52.66855655387275,1013.7224439262238,24.192454601027748,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 11:00:00+00:00,16.83713719310566,55.938677988915714,1014.295133815293,25.80615991096624,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 12:00:00+00:00,15.060079476240814,60.92580466456113,1014.4517363773306,24.64775015350648,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 13:00:00+00:00,12.617007585271285,62.58181445761094,1014.2973587681316,26.8807184166948,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 14:00:00+00:00,11.919491706937254,67.39665312195534,1014.6427936626272,28.385141164270728,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 15:00:00+00:00,9.673053561195845,70.3645836070885,1014.852561139755,28.23744107083002,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 16:00:00+00:00,9.18208124677768,70.27894727588168,1015.2557748679168,30.84994383534439,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 17:00:00+00:00,9.331306919243104,69.49636541223661,1014.0594036540056,29.32516326849889,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 18:00:00+00:00,8.080018534723916,73.31425338167433,1015.0282868791968,27.977798784175995,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 19:00:00+00:00,8.085417209662335,72.83307187937969,1015.0719096015166,30.59164031175737,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 20:00:00+00:00,8.826658102203751,70.09116774201827,1015.133798908807,29.740178666130447,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 21:00:00+00:00,10.149402391757553,68.66379434294976,1014.7859892004152,28.913097692253658,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 22:00:00+00:00,11.560910635495716,67.69422586186788,1015.7986145554404,27.68515641748395,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-01 23:00:00+00:00,13.00062420923729,62.147732930048925,1015.4856623464684,26.371435293861165,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 00:00:00+00:00,14.82807316221446,60.06539528525137,1015.03549402543,25.69803203407222,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 01:00:00+00:00,16.588169033324647,58.730933015978,1015.6155391601956,24.29948329772446,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 02:00:00+00:00,17.952544077129478,54.254073649588,1015.8489945484962,21.546299398192065,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 03:00:00+00:00,19.816638215304017,51.56364044580147,1014.8536139375616,21.77962548610956,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 04:00:00+00:00,21.485258150283585,48.318421243338754,1015.7733492006854,19.35758956984038,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 05:00:00+00:00,21.74213302939045,45.98523155247624,1016.2130550346316,20.57927140649149,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 06:00:00+00:00,21.98769152206211,46.83725757124626,1016.3397845687866,21.96710174925473,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 07:00:00+00:00,20.832489851800105,50.26313613021041,1016.5635121441844,20.50838256512913,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 08:00:00+00:00,20.46254381032348,50.90271313090276,1015.7021610948937,20.065952353284548,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 09:00:00+00:00,19.334718400472347,52.34052486972576,1016.2280534238848,20.840935364387477,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 10:00:00+00:00,18.76028816853669,52.28348791556529,1016.267648933294,22.546567298424147,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 11:00:00+00:00,16.71844842976397,56.74155264997603,1016.33222055737,24.456316414352404,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 12:00:00+00:00,15.264732662176357,60.20655181499608,1015.963694300502,25.61838026199852,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 13:00:00+00:00,13.304513963871727,64.12965565152696,1015.7926410329408,23.85925746140546,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 14:00:00+00:00,12.019412300929712,69.28046947046137,1016.1871747004597,27.399844766716495,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 15:00:00+00:00,9.982030159746158,68.30670009257634,1015.9898413338298,27.413515177185847,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 16:00:00+00:00,8.679274944548816,68.89676460393787,1016.1160109722374,29.03348586655133,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 17:00:00+00:00,8.486124877965507,71.32905517585507,1016.4910697082756,30.04316303278078,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 18:00:00+00:00,9.095349864484866,69.15545861566336,1015.6765416558726,30.901486891648712,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 19:00:00+00:00,9.50268206937972,71.21815774889563,1016.0197366109544,29.603314888931735,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 20:00:00+00:00,9.603550729802723,69.96134305019923,1016.3316463114826,29.010325420023523,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 21:00:00+00:00,9.413973154071172,68.95560295493371,1016.2327290363976,29.828759788465,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 22:00:00+00:00,11.444776486791332,65.07395690443147,1016.2478730269848,27.74073709223774,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-02 23:00:00+00:00,13.328599222843671,62.99615948560933,1016.5278687046967,26.66358794188833,,54.8,23.8,source,bdg2_0,1,1,1,1,0
2025-01-03 00:00:00+00:00,15.952329354170487,61.66658504784076,1016.2543086345956,23.372561659383745,,54.8,23.8,source,bdg2_0,1,1,1,1,0
