timestamp,temperature,relative_humidity,pressure,energy,pm25,latitude,longitude,domain,entity_id,mask_temperature,mask_relative_humidity,mask_pressure,mask_energy,mask_pm25,temperature_scaled,relative_humidity_scaled,pressure_scaled,pm25_scaled,energy_scaled
2025-01-04 00:00:00+00:00,14.775895034340106,59.65436840958657,1014.560955445845,,21.484588756830124,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.08773104222221459,0.009146115860124784,0.43203031709398376,0.9374116816461966,0.0
2025-01-04 01:00:00+00:00,16.775176612845474,55.45341347431744,1013.7677827276774,,19.74658758011116,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.31366141823375954,-0.475178037208447,0.05444855314051071,0.5502759083648201,0.0
2025-01-04 02:00:00+00:00,19.18003713857708,56.66873273800403,1015.0104479362404,,18.16125724068513,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.796481294060603,-0.33506501953447393,0.6460066220271954,0.17298398624317451,0.0
2025-01-04 03:00:00+00:00,20.036124648394747,50.822543891973496,1013.8388340635822,,18.77637980750932,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.9683565694723992,-1.0090666465838916,0.08827181524686753,0.3208076378347681,0.0
2025-01-04 04:00:00+00:00,21.219531591065213,50.59616698997471,1013.6006774632212,,20.05950751456005,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.2059472268095668,-1.0351654272240662,-0.025100199702412868,0.6167070419671937,0.0
2025-01-04 05:00:00+00:00,21.670954885701008,47.08302025010818,1013.0708953700888,,19.781127249114164,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.2965787360922485,-1.44019281875986,-0.27729754922551514,0.5477949320198692,0.0
2025-01-04 06:00:00+00:00,22.11077958644571,49.33085607525428,1014.156399831906,,21.69233923875625,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.3848816148359262,-1.1810419354425798,0.2394457528123746,0.9642314954553296,0.0
2025-01-04 07:00:00+00:00,22.32094605776817,48.83350978942106,1012.908664177635,,20.63232887918269,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.4270763901674426,-1.2383805221162179,-0.35452604991887937,0.7234898415519148,0.0
2025-01-04 08:00:00+00:00,21.13619593300197,49.67366593439403,1014.0085703955476,,20.102891246997853,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.1892160643793457,-1.1415197084133155,0.16907306088040955,0.5976225815968472,0.0
2025-01-04 09:00:00+00:00,20.0661526573871,54.53973123138949,1013.4280437317208,,21.148730733254144,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.9743852432428269,-0.5805156057609471,-0.10728072276478276,0.8258292153806187,0.0
2025-01-04 10:00:00+00:00,19.20867726842604,53.445290607247706,1012.4779396587908,,22.926667156929213,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.8022313256276654,-0.7066926384925182,-0.5595680538583807,1.190406621717233,0.0
2025-01-04 11:00:00+00:00,17.083760130185546,55.7750453290333,1012.9925973097796,,21.438738207516245,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.37561522134631975,-0.43809740243959283,-0.3145705404019814,0.8638102031938527,0.0
2025-01-04 12:00:00+00:00,14.631142916799083,59.41662984499252,1013.0081574676811,,18.932223297152383,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.11679268578491872,-0.018262540200922238,-0.30716328630299683,0.2831024556008119,0.0
2025-01-04 13:00:00+00:00,13.364439988321433,63.17336814982435,1013.796845257178,,21.10342214929129,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.3711065406189825,0.4148482943173196,0.06828347320576415,0.7831101630979359,0.0
2025-01-04 14:00:00+00:00,11.362392704743955,65.17369357700457,1012.1257546959032,,20.54263749762693,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.7730542671143804,0.6454639360722403,-0.7272221050872038,0.6507732697923416,0.0
2025-01-04 15:00:00+00:00,10.189285878276836,68.55491759915473,1013.0829707894344,,21.856158973139365,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.0085769871333166,1.035282081255004,-0.27154916929192413,0.9343327624547529,0.0
2025-01-04 16:00:00+00:00,8.327487771047043,70.8706306744174,1012.585372213998,,21.634167549670167,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.3823671181322332,1.3022584690544505,-0.5084258842249194,0.8767607885061225,0.0
2025-01-04 17:00:00+00:00,8.447131309219246,70.78237210810394,1011.7114362469712,,24.215048410307944,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.3583464825794858,1.2920832217500962,-0.9244541671626908,1.3962375299552505,0.0
2025-01-04 18:00:00+00:00,7.389782330777585,72.67899056580673,1011.983744876518,,24.447383873939856,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.5706286906387392,1.5107425842938833,-0.7948244278524688,1.418294087466772,0.0
2025-01-04 19:00:00+00:00,8.702197629795027,69.89550170172649,1012.1874980854756,,23.496908804738727,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.3071372386710296,1.1898367646781105,-0.6978297956781511,1.210905768263923,0.0
2025-01-04 20:00:00+00:00,10.106893714450072,68.6801803066541,1013.1636441808298,,24.57040854584116,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.0251187257839776,1.0497235012786676,-0.23314542603464594,1.4018974107006317,0.0
2025-01-04 21:00:00+00:00,9.642106205207863,70.62182945569863,1011.2862373752828,,25.07903551410834,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-1.1184333463605374,1.2735744099785642,-1.1268657432618086,1.474453003278955,0.0
2025-01-04 22:00:00+00:00,10.680262241757356,66.36776825207961,1012.4334640065772,,20.40954674927585,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.9100044735454595,0.7831276850572795,-0.5807402334242378,0.5078938325654229,0.0
2025-01-04 23:00:00+00:00,13.114678184882672,60.17818771853102,1011.9066885040804,,22.74798784689313,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.42125080538290466,0.06953675253074512,-0.8315063262113259,1.0014307481037055,0.0
2025-01-05 00:00:00+00:00,15.06565348545425,57.9542792669936,1011.8179561670491,,25.68347541718583,54.8,23.8,target,opensensemap_0,1,1,1,0,1,-0.029556716563911043,-0.18685556633232261,-0.8737464481527139,1.5497304923877546,0.0
2025-01-05 01:00:00+00:00,17.15949095806284,58.10801448635867,1011.9671179281844,,23.55551392201296,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.3908195745804249,-0.16913157712913265,-0.8027395166309587,1.1273837821717199,0.0
2025-01-05 02:00:00+00:00,18.44024124868285,55.50902703561506,1010.9197897628528,,21.5656596283602,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.6479536951108558,-0.4687664019041823,-1.3013093829995583,0.712683491621041,0.0
2025-01-05 03:00:00+00:00,19.558406269366312,50.16712114725994,1011.0539955661344,,22.504591074903555,54.8,23.8,target,opensensemap_0,1,1,1,0,1,0.8724458395257879,-1.084629719891398,-1.2374220823206843,0.9015473112774567,0.0
2025-01-05 04:00:00+00:00,21.3977806832921,51.949472304766175,1011.3890486317392,,21.817593112309684,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.2417340026555597,-0.8791441271794411,-1.0779234956555381,0.751894827145773,0.0
2025-01-05 05:00:00+00:00,21.52999290381324,48.73459919178652,1012.0197235757148,,20.94725454627512,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.2682780318047713,-1.249783832117634,-0.7776971359067009,0.56015074940261,0.0
2025-01-05 06:00:00+00:00,21.993596943043983,45.192019236853774,1010.8990789703116,,16.830770913762155,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.3613550490617758,-1.6582045514035901,-1.3111685440643066,-0.4398962886689175,0.0
2025-01-05 07:00:00+00:00,21.95965422570725,46.09011207570965,1011.7948585380338,,19.425511705565057,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.3545404257626716,-1.5546642706202745,-0.8847418383205532,0.2169587687710884,0.0
2025-01-05 08:00:00+00:00,20.252979230522943,48.13740313443285,1010.1935289593108,,20.643231515375625,54.8,23.8,target,opensensemap_0,1,1,1,0,1,1.0118941057641413,-1.3186340052688434,-1.6470384140297254,0.4960396742569813,0.0
